Close,Adj Close
2020-01-02,30.700000762939453,11.732863426208496
2020-01-03,30.450000762939453,11.637317657470703
2020-01-06,30.809999465942383,11.774903297424316
2020-01-07,30.690000534057617,11.729042053222656
2020-01-08,30.5,11.656427383422852
2020-01-09,30.399999618530273,11.618209838867188
2020-01-10,30.270000457763672,11.568525314331055
2020-01-13,30.329999923706055,11.591456413269043
2020-01-14,30.0,11.465339660644531
2020-01-15,29.549999237060547,11.293357849121094
2020-01-16,29.520000457763672,11.281892776489258
2020-01-17,29.850000381469727,11.40800952911377
2020-01-20,30.0,11.465339660644531
2020-01-21,29.6200008392334,11.320111274719238
2020-01-22,29.290000915527344,11.193991661071777
2020-01-23,29.649999618530273,11.331575393676758
2020-01-24,29.299999237060547,11.197813034057617
2020-01-27,28.030000686645508,10.712448120117188
2020-01-28,28.799999237060547,11.006723403930664
2020-01-29,28.850000381469727,11.025833129882812
2020-01-30,28.940000534057617,11.060230255126953
2020-01-31,28.450000762939453,10.872961044311523
2020-02-03,28.18000030517578,10.769774436950684
2020-02-04,28.6299991607666,10.941756248474121
2020-02-05,28.389999389648438,10.850030899047852
2020-02-06,29.18000030517578,11.151951789855957
2020-02-07,28.93000030517578,11.056407928466797
2020-02-10,29.1299991607666,11.132843017578125
2020-02-11,29.479999542236328,11.266607284545898
2020-02-12,30.1299991607666,11.515020370483398
2020-02-13,29.719999313354492,11.35832691192627
2020-02-14,29.420000076293945,11.243675231933594
2020-02-17,29.360000610351562,11.220743179321289
2020-02-18,29.75,11.369793891906738
2020-02-19,30.549999237060547,11.675536155700684
2020-02-20,29.920000076293945,11.43476390838623
2020-02-21,29.139999389648438,11.136663436889648
2020-02-26,26.209999084472656,10.01688289642334
2020-02-27,25.299999237060547,9.669102668762207
2020-02-28,25.34000015258789,9.684389114379883
2020-03-02,26.530000686645508,10.139181137084961
2020-03-03,26.049999237060547,9.955735206604004
2020-03-04,26.889999389648438,10.276764869689941
2020-03-05,25.290000915527344,9.665281295776367
2020-03-06,22.829999923706055,8.725122451782227
2020-03-09,16.049999237060547,6.133955478668213
2020-03-10,17.559999465942383,6.7110443115234375
2020-03-11,15.850000381469727,6.057520389556885
2020-03-12,12.600000381469727,4.815442085266113
2020-03-13,15.399999618530273,5.88554048538208
2020-03-16,13.09000015258789,5.002709865570068
2020-03-17,13.0,4.968313217163086
2020-03-18,11.289999961853027,4.314788341522217
2020-03-19,12.210000038146973,4.666392803192139
2020-03-20,12.0,4.586135387420654
2020-03-23,11.5,4.395046234130859
2020-03-24,13.25,5.0638580322265625
2020-03-25,14.319999694824219,5.472787380218506
2020-03-26,14.390000343322754,5.49954080581665
2020-03-27,13.300000190734863,5.082967758178711
2020-03-30,13.380000114440918,5.113540172576904
2020-03-31,13.989999771118164,5.346670150756836
2020-04-01,14.300000190734863,5.465144634246826
2020-04-02,15.510000228881836,5.9275803565979
2020-04-03,15.34000015258789,5.862608909606934
2020-04-06,15.770000457763672,6.026946544647217
2020-04-07,16.399999618530273,6.267717361450195
2020-04-08,17.31999969482422,6.619322299957275
2020-04-09,16.81999969482422,6.428232669830322
2020-04-13,16.93000030517578,6.470273017883301
2020-04-14,16.729999542236328,6.3938374519348145
2020-04-15,16.3799991607666,6.260075092315674
2020-04-16,15.720000267028809,6.007836818695068
2020-04-17,16.1299991607666,6.164530277252197
2020-04-20,15.949999809265137,6.095737457275391
2020-04-22,16.75,6.401480197906494
2020-04-23,16.950000762939453,6.478091239929199
2020-04-24,15.949999809265137,6.095901012420654
2020-04-27,16.450000762939453,6.286995887756348
2020-04-28,17.25,6.592926025390625
2020-04-29,18.200000762939453,6.956015586853027
2020-04-30,18.049999237060547,6.898684501647949
2020-05-04,17.3799991607666,6.642611503601074
2020-05-05,17.940000534057617,6.856642723083496
